Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
2,09-04-2010,1466947.73,0,65.86,2.77,210.6229206,8.106
2,16-04-2010,1488572.99,0,60.52,2.808,211.1399206,8.106
2,23-04-2010,1577789.41,0,63.37,2.795,211.6569206,8.106
2,30-04-2010,1520679.02,0,68.78,2.812,212.1739206,8.106
2,07-05-2010,1519316.55,0,72.71,2.796,212.3109206,8.106
2,14-05-2010,1490599.91,0,74.66,2.812,212.4479206,8.106
2,21-05-2010,1526068.39,0,75.66,2.817,212.5849206,8.106
2,28-05-2010,1439348.93,0,73.57,2.894,212.7219206,8.106
2,04-06-2010,1439348.93,0,76.47,2.941,212.8589206,8.106
2,11-06-2010,1548170.88,0,76.57,2.952,212.9959206,8.106
2,18-06-2010,1479727.94,0,77.67,2.93,213.1329206,8.106
2,25-06-2010,1542114.72,0,78.12,2.923,213.2699206,8.106
2,02-07-2010,1449890.5,0,79.66,2.921,213.4069206,8.106
2,09-07-2010,1454340.37,0,80.17,2.97,213.0544206,8.106
2,16-07-2010,1432879.93,0,80.81,2.985,212.7019206,8.106
2,23-07-2010,1604982.51,0,81.26,3.025,212.3494206,8.106
2,30-07-2010,1633236.85,0,81.74,3.02,211.9969206,8.106
2,06-08-2010,1585857.98,0,80.01,3.052,211.6444206,8.106
2,13-08-2010,1558665.72,0,78.12,3.076,211.2919206,8.106
2,20-08-2010,1584015.42,0,76.41,3.052,211.4789206,8.106
2,27-08-2010,1665563.91,0,78.34,3.032,211.6659206,8.106
2,03-09-2010,1543665.7,0,80.44,3.094,211.8529206,8.106
2,10-09-2010,1536614.13,0,80.89,3.076,212.0399206,8.106
2,17-09-2010,1602175.72,0,79.42,3.07,212.2269206,8.106
2,24-09-2010,1611987.59,0,78.97,3.059,212.4139206,8.106
2,01-10-2010,1622598.65,0,77.43,3.023,212.6009206,8.106
2,08-10-2010,1632289.32,0,73.65,3.022,212.7879206,8.106
2,15-10-2010,1542329.25,0,72.08,3.001,213.3034206,8.106
2,22-10-2010,1560882.5,0,69.28,2.969,213.8189206,8.106
2,29-10-2010,1630700.61,0,66.78,2.939,214.3344206,8.106
2,05-11-2010,1798227.37,0,63.22,2.924,214.8499206,8.106
2,12-11-2010,2031992.23,0,59.52,2.917,215.1534206,8.106
2,19-11-2010,2137764.91,0,60.47,2.993,215.4569206,8.106
2,26-11-2010,2115543.57,1,57.64,3.022,215.7604206,8.106
2,03-12-2010,2145474.53,0,51.44,3.046,215.8204206,8.106
2,10-12-2010,2319147.59,0,49.52,3.07,215.8804206,8.106
2,17-12-2010,1780921.59,0,51.42,3.091,215.9404206,8.106
2,24-12-2010,1643690.9,0,52.81,3.167,216.0004206,8.106
2,31-12-2010,1641957.44,0,47.61,3.159,216.0604206,8.106
3,05-02-2010,1454340.37,0,42.31,2.572,211.0963582,8.242
3,12-02-2010,1432879.93,1,38.51,2.548,211.2421698,8.242
3,19-02-2010,1604982.51,0,39.93,2.514,211.2891429,8.242
3,26-02-2010,1633236.85,0,46.63,2.561,211.3196429,8.242
3,05-03-2010,1585857.98,0,46.5,2.625,211.3501786,8.242
3,12-03-2010,1558665.72,0,57.79,2.667,211.3806786,8.242
3,19-03-2010,1584015.42,0,54.58,2.72,211.215635,8.242
3,26-03-2010,1665563.91,0,51.45,2.732,211.0180635,8.242
3,02-04-2010,1543665.7,0,62.27,2.719,210.8204921,8.242
3,09-04-2010,1536614.13,0,65.86,2.77,210.6229206,8.242
3,16-04-2010,1602175.72,0,60.52,2.808,211.1399206,8.242
3,23-04-2010,1611987.59,0,63.37,2.795,211.6569206,8.242
3,30-04-2010,1622598.65,0,68.78,2.812,212.1739206,8.242
3,07-05-2010,1632289.32,0,72.71,2.796,212.3109206,8.242
3,14-05-2010,1542329.25,0,74.66,2.812,212.4479206,8.242
3,21-05-2010,1560882.5,0,75.66,2.817,212.5849206,8.242
3,28-05-2010,1630700.61,0,73.57,2.894,212.7219206,8.242
3,04-06-2010,1798227.37,0,76.47,2.941,212.8589206,8.242
3,11-06-2010,2031992.23,0,76.57,2.952,212.9959206,8.242
3,18-06-2010,2137764.91,0,77.67,2.93,213.1329206,8.242
3,25-06-2010,2115543.57,0,78.12,2.923,213.2699206,8.242
3,02-07-2010,2145474.53,0,79.66,2.921,213.4069206,8.242
3,09-07-2010,2319147.59,0,80.17,2.97,213.0544206,8.242
3,16-07-2010,1780921.59,0,80.81,2.985,212.7019206,8.242
3,23-07-2010,1643690.9,0,81.26,3.025,212.3494206,8.242
3,30-07-2010,1641957.44,0,81.74,3.02,211.9969206,8.242
3,06-08-2010,1611968.17,0,80.01,3.052,211.6444206,8.242
3,13-08-2010,1409727.59,0,78.12,3.076,211.2919206,8.242
3,20-08-2010,1554806.68,0,76.41,3.052,211.4789206,8.242
3,27-08-2010,1439541.59,0,78.34,3.032,211.6659206,8.242
3,03-09-2010,1472515.79,0,80.44,3.094,211.8529206,8.242
3,10-09-2010,1404429.26,0,80.89,3.076,212.0399206,8.242
3,17-09-2010,1594968.28,0,79.42,3.07,212.2269206,8.242
3,24-09-2010,1545418.71,0,78.97,3.059,212.4139206,8.242
3,01-10-2010,1466947.73,0,77.43,3.023,212.6009206,8.242
3,08-10-2010,1488572.99,0,73.65,3.022,212.7879206,8.242
3,15-10-2010,1577789.41,0,72.08,3.001,213.3034206,8.242
3,22-10-2010,1520679.02,0,69.28,2.969,213.8189206,8.242
3,29-10-2010,1519316.55,0,66.78,2.939,214.3344206,8.242
3,05-11-2010,1490599.91,0,63.22,2.924,214.8499206,8.242
3,12-11-2010,1526068.39,0,59.52,2.917,215.1534206,8.242
3,19-11-2010,1439348.93,0,60.47,2.993,215.4569206,8.242
3,26-11-2010,1439348.93,1,57.64,3.022,215.7604206,8.242
3,03-12-2010,1548170.88,0,51.44,3.046,215.8204206,8.242
3,10-12-2010,1479727.94,0,49.52,3.07,215.8804206,8.242
3,17-12-2010,1542114.72,0,51.42,3.091,215.9404206,8.242
3,24-12-2010,1449890.5,0,52.81,3.167,216.0004206,8.242
3,31-12-2010,1454340.37,0,47.61,3.159,216.0604206,8.242
4,05-02-2010,1432879.93,0,42.31,2.572,211.0963582,8.106
4,12-02-2010,1604982.51,1,38.51,2.548,211.2421698,8.106
4,19-02-2010,1633236.85,0,39.93,2.514,211.2891429,8.106
4,26-02-2010,1585857.98,0,46.63,2.561,211.3196429,8.106
4,05-03-2010,1558665.72,0,46.5,2.625,211.3501786,8.106
4,12-03-2010,1584015.42,0,57.79,2.667,211.3806786,8.106
4,19-03-2010,1665563.91,0,54.58,2.72,211.215635,8.106
4,26-03-2010,1543665.7,0,51.45,2.732,211.0180635,8.106
4,02-04-2010,1536614.13,0,62.27,2.719,210.8204921,8.106
4,09-04-2010,1602175.72,0,65.86,2.77,210.6229206,8.106
4,16-04-2010,1611987.59,0,60.52,2.808,211.1399206,8.106
4,23-04-2010,1622598.65,0,63.37,2.795,211.6569206,8.106
4,30-04-2010,1632289.32,0,68.78,2.812,212.1739206,8.106
4,07-05-2010,1542329.25,0,72.71,2.796,212.3109206,8.106
4,14-05-2010,1560882.5,0,74.66,2.812,212.4479206,8.106
4,21-05-2010,1630700.61,0,75.66,2.817,212.5849206,8.106
4,28-05-2010,1798227.37,0,73.57,2.894,212.7219206,8.106
4,04-06-2010,2031992.23,0,76.47,2.941,212.8589206,8.106
4,11-06-2010,2137764.91,0,76.57,2.952,212.9959206,8.106
4,18-06-2010,2115543.57,0,77.67,2.93,213.1329206,8.106
4,25-06-2010,2145474.53,0,78.12,2.923,213.2699206,8.106
4,02-07-2010,2319147.59,0,79.66,2.921,213.4069206,8.106
4,09-07-2010,1780921.59,0,80.17,2.97,213.0544206,8.106
4,16-07-2010,1643690.9,0,80.81,2.985,212.7019206,8.106
4,23-07-2010,1641957.44,0,81.26,3.025,212.3494206,8.106
4,30-07-2010,1611968.17,0,81.74,3.02,211.9969206,8.106
4,06-08-2010,1409727.59,0,80.01,3.052,211.6444206,8.106
4,13-08-2010,1554806.68,0,78.12,3.076,211.2919206,8.106
4,20-08-2010,1439541.59,0,76.41,3.052,211.4789206,8.106
4,27-08-2010,1472515.79,0,78.34,3.032,211.6659206,8.106
4,03-09-2010,1404429.26,0,80.44,3.094,211.8529206,8.106
4,10-09-2010,1594968.28,0,80.89,3.076,212.0399206,8.106
4,17-09-2010,1545418.71,0,79.42,3.07,212.2269206,8.106
4,24-09-2010,1466947.73,0,78.97,3.059,212.4139206,8.106
4,01-10-2010,1488572.99,0,77.43,3.023,212.6009206,8.106
4,08-10-2010,1577789.41,0,73.65,3.022,212.7879206,8.106
4,15-10-2010,1520679.02,0,72.08,3.001,213.3034206,8.106
4,22-10-2010,1519316.55,0,69.28,2.969,213.8189206,8.106
4,29-10-2010,1490599.91,0,66.78,2.939,214.3344206,8.106
4,05-11-2010,1526068.39,0,63.22,2.924,214.8499206,8.106
4,12-11-2010,1643690.9,0,59.52,2.917,215.1534206,8.106
4,19-11-2010,1641957.44,0,60.47,2.993,215.4569206,8.106
4,26-11-2010,1611968.17,1,57.64,3.022,215.7604206,8.106
4,03-12-2010,1409727.59,0,51.44,3.046,215.8204206,8.106
4,10-12-2010,1554806.68,0,49.52,3.07,215.8804206,8.106
4,17-12-2010,1439541.59,0,51.42,3.091,215.9404206,8.106
4,24-12-2010,1472515.79,0,52.81,3.167,216.0004206,8.106
4,31-12-2010,1404429.26,0,47.61,3.159,216.0604206,8.106
5,05-02-2010,1594968.28,0,42.31,2.572,211.0963582,8.349
5,12-02-2010,1545418.71,1,38.51,2.548,211.2421698,8.349
5,19-02-2010,1466947.73,0,39.93,2.514,211.2891429,8.349
5,26-02-2010,1488572.99,0,46.63,2.561,211.3196429,8.349
5,05-03-2010,1577789.41,0,46.5,2.625,211.3501786,8.349
5,12-03-2010,1520679.02,0,57.79,2.667,211.3806786,8.349
5,19-03-2010,1519316.55,0,54.58,2.72,211.215635,8.349
5,26-03-2010,1490599.91,0,51.45,2.732,211.0180635,8.349
5,02-04-2010,1526068.39,0,62.27,2.719,210.8204921,8.349
5,09-04-2010,1439348.93,0,65.86,2.77,210.6229206,8.349
5,16-04-2010,1548170.88,0,60.52,2.808,211.1399206,8.349
5,23-04-2010,1479727.94,0,63.37,2.795,211.6569206,8.349
5,30-04-2010,1542114.72,0,68.78,2.812,212.1739206,8.349
5,07-05-2010,1449890.5,0,72.71,2.796,212.3109206,8.349
5,14-05-2010,1454340.37,0,74.66,2.812,212.4479206,8.349
5,21-05-2010,1432879.93,0,75.66,2.817,212.5849206,8.349
5,28-05-2010,1604982.51,0,73.57,2.894,212.7219206,8.349
5,04-06-2010,1633236.85,0,76.47,2.941,212.8589206,8.349
5,11-06-2010,1585857.98,0,76.57,2.952,212.9959206,8.349
5,18-06-2010,1558665.72,0,77.67,2.93,213.1329206,8.349
5,25-06-2010,1584015.42,0,78.12,2.923,213.2699206,8.349
5,02-07-2010,1665563.91,0,79.66,2.921,213.4069206,8.349
5,09-07-2010,1543665.7,0,80.17,2.97,213.0544206,8.349
5,16-07-2010,1536614.13,0,80.81,2.985,212.7019206,8.349
5,23-07-2010,1602175.72,0,81.26,3.025,212.3494206,8.349
5,30-07-2010,1611987.59,0,81.74,3.02,211.9969206,8.349
5,06-08-2010,1622598.65,0,80.01,3.052,211.6444206,8.349
5,13-08-2010,1632289.32,0,78.12,3.076,211.2919206,8.349
5,20-08-2010,1542329.25,0,76.41,3.052,211.4789206,8.349
5,27-08-2010,1560882.5,0,78.34,3.032,211.6659206,8.349
5,03-09-2010,1630700.61,0,80.44,3.094,211.8529206,8.349
5,10-09-2010,1798227.37,0,80.89,3.076,212.0399206,8.349
5,17-09-2010,2031992.23,0,79.42,3.07,212.2269206,8.349
5,24-09-2010,2137764.91,0,78.97,3.059,212.4139206,8.349
5,01-10-2010,2115543.57,0,77.43,3.023,212.6009206,8.349
5,08-10-2010,2145474.53,0,73.65,3.022,212.7879206,8.349
5,15-10-2010,2319147.59,0,72.08,3.001,213.3034206,8.349
5,22-10-2010,1780921.59,0,69.28,2.969,213.8189206,8.349
5,29-10-2010,1643690.9,0,66.78,2.939,214.3344206,8.349
5,05-11-2010,1641957.44,0,63.22,2.924,214.8499206,8.349
5,12-11-2010,1611968.17,0,59.52,2.917,215.1534206,8.349
5,19-11-2010,1409727.59,0,60.47,2.993,215.4569206,8.349
5,26-11-2010,1554806.68,1,57.64,3.022,215.7604206,8.349
5,03-12-2010,1439541.59,0,51.44,3.046,215.8204206,8.349
5,10-12-2010,1472515.79,0,49.52,3.07,215.8804206,8.349
5,17-12-2010,1404429.26,0,51.42,3.091,215.9404206,8.349
5,24-12-2010,1594968.28,0,52.81,3.167,216.0004206,8.349
5,31-12-2010,1545418.71,0,47.61,3.159,216.0604206,8.349
6,05-02-2010,1466947.73,0,42.31,2.572,211.0963582,8.106
6,12-02-2010,1488572.99,1,38.51,2.548,211.2421698,8.106
6,19-02-2010,1577789.41,0,39.93,2.514,211.2891429,8.106
6,26-02-2010,1520679.02,0,46.63,2.561,211.3196429,8.106
6,05-03-2010,1519316.55,0,46.5,2.625,211.3501786,8.106
6,12-03-2010,1490599.91,0,57.79,2.667,211.3806786,8.106
6,19-03-2010,1526068.39,0,54.58,2.72,211.215635,8.106
6,26-03-2010,1439348.93,0,51.45,2.732,211.0180635,8.106
6,02-04-2010,1548170.88,0,62.27,2.719,210.8204921,8.106
6,09-04-2010,1479727.94,0,65.86,2.77,210.6229206,8.106
6,16-04-2010,1542114.72,0,60.52,2.808,211.1399206,8.106
6,23-04-2010,1449890.5,0,63.37,2.795,211.6569206,8.106
6,30-04-2010,1454340.37,0,68.78,2.812,212.1739206,8.106
6,07-05-2010,1432879.93,0,72.71,2.796,212.3109206,8.106
6,14-05-2010,1604982.51,0,74.66,2.812,212.4479206,8.106
6,21-05-2010,1633236.85,0,75.66,2.817,212.5849206,8.106
6,28-05-2010,1585857.98,0,73.57,2.894,212.7219206,8.106
6,04-06-2010,1558665.72,0,76.47,2.941,212.8589206,8.106
6,11-06-2010,1584015.42,0,76.57,2.952,212.9959206,8.106
6,18-06-2010,1665563.91,0,77.67,2.93,213.1329206,8.106
6,25-06-2010,1543665.7,0,78.12,2.923,213.2699206,8.106
6,02-07-2010,1536614.13,0,79.66,2.921,213.4069206,8.106
6,09-07-2010,1602175.72,0,80.17,2.97,213.0544206,8.106
6,16-07-2010,1611987.59,0,80.81,2.985,212.7019206,8.106
6,23-07-2010,1622598.65,0,81.26,3.025,212.3494206,8.106
6,30-07-2010,1632289.32,0,81.74,3.02,211.9969206,8.106
6,06-08-2010,1542329.25,0,80.01,3.052,211.6444206,8.106
6,13-08-2010,1560882.5,0,78.12,3.076,211.2919206,8.106
6,20-08-2010,1630700.61,0,76.41,3.052,211.4789206,8.106
6,27-08-2010,1798227.37,0,78.34,3.032,211.6659206,8.106
6,03-09-2010,2031992.23,0,80.44,3.094,211.8529206,8.106
6,10-09-2010,2137764.91,0,80.89,3.076,212.0399206,8.106
6,17-09-2010,2115543.57,0,79.42,3.07,212.2269206,8.106
6,24-09-2010,2145474.53,0,78.97,3.059,212.4139206,8.106
6,01-10-2010,2319147.59,0,77.43,3.023,212.6009206,8.106
6,08-10-2010,1780921.59,0,73.65,3.022,212.7879206,8.106
6,15-10-2010,1643690.9,0,72.08,3.001,213.3034206,8.106
6,22-10-2010,1641957.44,0,69.28,2.969,213.8189206,8.106
6,29-10-2010,1611968.17,0,66.78,2.939,214.3344206,8.106
6,05-11-2010,1409727.59,0,63.22,2.924,214.8499206,8.106
6,12-11-2010,1554806.68,0,59.52,2.917,215.1534206,8.106
6,19-11-2010,1439541.59,0,60.47,2.993,215.4569206,8.106
6,26-11-2010,1472515.79,1,57.64,3.022,215.7604206,8.106
6,03-12-2010,1404429.26,0,51.44,3.046,215.8204206,8.106
6,10-12-2010,1594968.28,0,49.52,3.07,215.8804206,8.106
6,17-12-2010,1545418.71,0,51.42,3.091,215.9404206,8.106
6,24-12-2010,1466947.73,0,52.81,3.167,216.0004206,8.106
6,31-12-2010,1488572.99,0,47.61,3.159,216.0604206,8.106
7,05-02-2010,1577789.41,0,42.31,2.572,211.0963582,8.519
7,12-02-2010,1520679.02,1,38.51,2.548,211.2421698,8.519
7,19-02-2010,1519316.55,0,39.93,2.514,211.2891429,8.519
7,26-02-2010,1490599.91,0,46.63,2.561,211.3196429,8.519
7,05-03-2010,1526068.39,0,46.5,2.625,211.3501786,8.519
7,12-03-2010,1439348.93,0,57.79,2.667,211.3806786,8.519
7,19-03-2010,1548170.88,0,54.58,2.72,211.215635,8.519
7,26-03-2010,1479727.94,0,51.45,2.732,211.0180635,8.519
7,02-04-2010,1542114.72,0,62.27,2.719,210.8204921,8.519
7,09-04-2010,1449890.5,0,65.86,2.77,210.6229206,8.519
7,16-04-2010,1454340.37,0,60.52,2.808,211.1399206,8.519
7,23-04-2010,1432879.93,0,63.37,2.795,211.6569206,8.519
7,30-04-2010,1604982.51,0,68.78,2.812,212.1739206,8.519
7,07-05-2010,1633236.85,0,72.71,2.796,212.3109206,8.519
7,14-05-2010,1585857.98,0,74.66,2.812,212.4479206,8.519
7,21-05-2010,1558665.72,0,75.66,2.817,212.5849206,8.519
7,28-05-2010,1584015.42,0,73.57,2.894,212.7219206,8.519
7,04-06-2010,1665563.91,0,76.47,2.941,212.8589206,8.519
7,11-06-2010,1543665.7,0,76.57,2.952,212.9959206,8.519
7,18-06-2010,1536614.13,0,77.67,2.93,213.1329206,8.519
7,25-06-2010,1602175.72,0,78.12,2.923,213.2699206,8.519
7,02-07-2010,1611987.59,0,79.66,2.921,213.4069206,8.519
7,09-07-2010,1622598.65,0,80.17,2.97,213.0544206,8.519
7,16-07-2010,1632289.32,0,80.81,2.985,212.7019206,8.519
7,23-07-2010,1542329.25,0,81.26,3.025,212.3494206,8.519
7,30-07-2010,1560882.5,0,81.74,3.02,211.9969206,8.519
7,06-08-2010,1630700.61,0,80.01,3.052,211.6444206,8.519
7,13-08-2010,1798227.37,0,78.12,3.076,211.2919206,8.519
7,20-08-2010,2031992.23,0,76.41,3.052,211.4789206,8.519
7,27-08-2010,2137764.91,0,78.34,3.032,211.6659206,8.519
7,03-09-2010,2115543.57,0,80.44,3.094,211.8529206,8.519
7,10-09-2010,2145474.53,0,80.89,3.076,212.0399206,8.519
7,17-09-2010,2319147.59,0,79.42,3.07,212.2269206,8.519
7,24-09-2010,1780921.59,0,78.97,3.059,212.4139206,8.519
7,01-10-2010,1643690.9,0,77.43,3.023,212.6009206,8.519
7,08-10-2010,1641957.44,0,73.65,3.022,212.7879206,8.519
7,15-10-2010,1611968.17,0,72.08,3.001,213.3034206,8.519
7,22-10-2010,1409727.59,0,69.28,2.969,213.8189206,8.519
7,29-10-2010,1554806.68,0,66.78,2.939,214.3344206,8.519
7,05-11-2010,1439541.59,0,63.22,2.924,214.8499206,8.519
7,12-11-2010,1472515.79,0,59.52,2.917,215.1534206,8.519
7,19-11-2010,1404429.26,0,60.47,2.993,215.4569206,8.519
7,26-11-2010,1594968.28,1,57.64,3.022,215.7604206,8.519
7,03-12-2010,1545418.71,0,51.44,3.046,215.8204206,8.519
7,10-12-2010,1466947.73,0,49.52,3.07,215.8804206,8.519
7,17-12-2010,1488572.99,0,51.42,3.091,215.9404206,8.519
7,24-12-2010,1577789.41,0,52.81,3.167,216.0004206,8.519
7,31-12-2010,1520679.02,0,47.61,3.159,216.0604206,8.519
8,05-02-2010,1519316.55,0,42.31,2.572,211.0963582,8.106
8,12-02-2010,1490599.91,1,38.51,2.548,211.2421698,8.106
8,19-02-2010,1526068.39,0,39.93,2.514,211.2891429,8.106
8,26-02-2010,1439348.93,0,46.63,2.561,211.3196429,8.106
8,05-03-2010,1548170.88,0,46.5,2.625,211.3501786,8.106
8,12-03-2010,1479727.94,0,57.79,2.667,211.3806786,8.106
8,19-03-2010,1542114.72,0,54.58,2.72,211.215635,8.106
8,26-03-2010,1449890.5,0,51.45,2.732,211.0180635,8.106
8,02-04-2010,1454340.37,0,62.27,2.719,210.8204921,8.106
8,09-04-2010,1432879.93,0,65.86,2.77,210.6229206,8.106
8,16-04-2010,1604982.51,0,60.52,2.808,211.1399206,8.106
8,23-04-2010,1633236.85,0,63.37,2.795,211.6569206,8.106
8,30-04-2010,1585857.98,0,68.78,2.812,212.1739206,8.106
8,07-05-2010,1558665.72,0,72.71,2.796,212.3109206,8.106
8,14-05-2010,1584015.42,0,74.66,2.812,212.4479206,8.106
8,21-05-2010,1665563.91,0,75.66,2.817,212.5849206,8.106
8,28-05-2010,1543665.7,0,73.57,2.894,212.7219206,8.106
8,04-06-2010,1536614.13,0,76.47,2.941,212.8589206,8.106
8,11-06-2010,1602175.72,0,76.57,2.952,212.9959206,8.106
8,18-06-2010,1611987.59,0,77.67,2.93,213.1329206,8.106
8,25-06-2010,1622598.65,0,78.12,2.923,213.2699206,8.106
8,02-07-2010,1632289.32,0,79.66,2.921,213.4069206,8.106
8,09-07-2010,1542329.25,0,80.17,2.97,213.0544206,8.106
8,16-07-2010,1560882.5,0,80.81,2.985,212.7019206,8.106
8,23-07-2010,1630700.61,0,81.26,3.025,212.3494206,8.106
8,30-07-2010,1798227.37,0,81.74,3.02,211.9969206,8.106
8,06-08-2010,2031992.23,0,80.01,3.052,211.6444206,8.106
8,13-08-2010,2137764.91,0,78.12,3.076,211.2919206,8.106
8,20-08-2010,2115543.57,0,76.41,3.052,211.4789206,8.106
8,27-08-2010,2145474.53,0,78.34,3.032,211.6659206,8.106
8,03-09-2010,2319147.59,0,80.44,3.094,211.8529206,8.106
8,10-09-2010,1780921.59,0,80.89,3.076,212.0399206,8.106
8,17-09-2010,1643690.9,0,79.42,3.07,212.2269206,8.106
8,24-09-2010,1641957.44,0,78.97,3.059,212.4139206,8.106
8,01-10-2010,1611968.17,0,77.43,3.023,212.6009206,8.106
8,08-10-2010,1409727.59,0,73.65,3.022,212.7879206,8.106
8,15-10-2010,1554806.68,0,72.08,3.001,213.3034206,8.106
8,22-10-2010,1439541.59,0,69.28,2.969,213.8189206,8.106
8,29-10-2010,1472515.79,0,66.78,2.939,214.3344206,8.106
8,05-11-2010,1404429.26,0,63.22,2.924,214.8499206,8.106
8,12-11-2010,1594968.28,0,59.52,2.917,215.1534206,8.106
8,19-11-2010,1545418.71,0,60.47,2.993,215.4569206,8.106
8,26-11-2010,1466947.73,1,57.64,3.022,215.7604206,8.106
8,03-12-2010,1488572.99,0,51.44,3.046,215.8204206,8.106
8,10-12-2010,1577789.41,0,49.52,3.07,215.8804206,8.106
8,17-12-2010,1520679.02,0,51.42,3.091,215.9404206,8.106
8,24-12-2010,1519316.55,0,52.81,3.167,216.0004206,8.106
8,31-12-2010,1490599.91,0,47.61,3.159,216.0604206,8.106
9,05-02-2010,1526068.39,0,42.31,2.572,211.0963582,8.106
9,12-02-2010,1439348.93,1,38.51,2.548,211.2421698,8.106
9,19-02-2010,1548170.88,0,39.93,2.514,211.2891429,8.106
9,26-02-2010,1479727.94,0,46.63,2.561,211.3196429,8.106
9,05-03-2010,1542114.72,0,46.5,2.625,211.3501786,8.106
9,12-03-2010,1449890.5,0,57.79,2.667,211.3806786,8.106
9,19-03-2010,1454340.37,0,54.58,2.72,211.215635,8.106
9,26-03-2010,1432879.93,0,51.45,2.732,211.0180635,8.106
9,02-04-2010,1604982.51,0,62.27,2.719,210.8204921,8.106
9,09-04-2010,1633236.85,0,65.86,2.77,210.6229206,8.106
9,16-04-2010,1585857.98,0,60.52,2.808,211.1399206,8.106
9,23-04-2010,1558665.72,0,63.37,2.795,211.6569206,8.106
9,30-04-2010,1584015.42,0,68.78,2.812,212.1739206,8.106
